Actual_Values,Lower_5%,Upper_5%
7886.18,7923.53,7985.70525
6988.16,6785.44,6880.8335
7054.25,6940.344,7022.6269999999995
8121.69,7839.82,8067.771
9193.56,9114.303750000001,9177.173499999999
7699.93,7596.5885,7710.411749999999
7192.05,7138.9975,7190.6725
8172.2,8123.76,8186.20475
10107.42,9970.24625,10060.539
7496.9,7184.8335,7365.6535
10239.23,10173.52,10285.84
6994.41,6838.8465,7038.10575
7466.02,7439.58,7551.61
6071.32,6031.81,6098.757250000001
8719.46,8536.58125,8586.038
7927.55,7830.1515,7963.9455
7383.1,7351.3935,7423.779
7807.51,7356.727,7679.5
7010.98,6918.12,7005.7815
9489.71,9274.230500000001,9453.2335
9909.25,9720.41825,9990.26675
8843.3,8696.377750000001,8798.68
6768.32,6664.54425,6708.84
7963.5,7920.08,7962.76
7017.1,6948.94,7241.64
6897.01,6838.2445,6980.77
8677.89,8593.8635,8701.062000000002
6432.32,6353.443499999999,6461.29
8697.43,8659.200750000002,8754.5875
6755.87,6642.4065,6710.37
9707.63,9659.429999999998,9760.01375
6955.42,6755.6785,6828.8814999999995
7118.04,7070.92425,7130.8935
6100.42,6069.9155,6100.9105
7643.23,7560.007,7640.217
7247.84,7109.35,7213.41
9198.75,8906.02,9039.2
8862.2,8611.5075,8712.89
8717.54,8399.6085,8578.475999999999
9171.22,8969.48,9157.032
8815.27,8629.5765,8740.00575
8118.81,8072.45,8170.009
6733.34,6671.8875,6721.5602499999995
8937.96,8808.709250000002,8891.79
10742.65,10533.407,10624.315
8446.36,8127.368,8229.87
7998.09,8036.5195,8092.0355
7899.07,7865.8705,7893.632750000001
7922.9,7888.3475,7917.35
7213.24,7045.98,7151.45925
6576.5,6532.5785,6593.79
9415.1,9268.829749999999,9382.344
8825.03,8876.6585,8886.18
6994.41,7004.6695,7050.70425
5862.2,5837.42,5868.54
9824.54,9583.879500000001,9707.360499999999
8519.69,8432.11,8505.39975
12869.42,12768.02,12783.66
8944.78,8822.710000000001,8947.219500000001
7877.69,7746.615000000001,7823.56
7309.03,7286.8635,7308.07675
9254.77,9096.3585,9177.16975
6399.0,6352.9,6371.57
6842.28,6793.87,6834.63
6513.56,6470.01,6548.30675
8363.97,8038.746,8200.601499999999
8033.8,7910.931,8013.943
7583.42,7456.11,7563.871999999999
7796.32,7746.95925,7797.62
9508.1,9157.3385,9481.17
10447.61,10233.3305,10461.56
7552.16,7528.996,7565.773
8593.38,8447.68,8554.758000000002
7382.02,7354.111,7382.87
8728.55,8559.35,8738.1525
8184.06,8022.21,8072.092250000001
8464.8,8493.777,8549.32875
7828.17,7591.475,7823.48
9186.53,9170.74875,9225.175
8026.64,7938.320000000001,8025.17975
7038.1,6808.04,6896.894
9148.29,9030.60225,9117.19475
8981.66,8850.85,8935.758
6185.86,6155.400500000001,6196.1595
7065.02,7004.992,7076.16625
7723.12,7557.36,7638.0545
9116.65,9085.24,9132.6615
6946.67,6972.89,7013.69325
6349.21,6316.5615,6372.681250000001
8637.4,8567.24,8632.159
6720.72,6615.0815,6906.694
7187.79,7059.366999999999,7135.1865
9224.96,9141.470500000001,9221.2105
8908.0,8806.48,8900.3195
7888.9,7751.84,7883.74
7955.14,7908.35775,7996.816
6824.43,6692.123250000001,6742.94
6044.11,5996.738249999999,6048.804
9523.45,9415.1495,9524.93525
8798.1,8515.82,8699.25
7514.49,7272.0777499999995,7448.81525
7597.46,7518.088250000001,7565.847
8020.99,7996.322,8028.4285
7090.48,7045.7235,7161.300749999999
7337.67,7225.68425,7318.7
5410.85,5288.22725,5402.74
8185.64,8137.8,8164.8005
7088.75,6938.0285,7022.75
7262.76,7298.6575,7324.544
7978.05,7934.978,8060.613249999999
9168.54,9156.35975,9190.082999999999
8703.7,8728.231,8811.44
7922.57,7774.143499999999,7841.7985
8936.93,8967.187,9064.786
6829.01,6862.57975,6959.5925
6046.71,6040.155,6094.757
7985.12,8024.26525,8101.13
12191.66,12324.1,12440.9345
8791.99,8717.582749999998,8880.983
8447.72,8281.29,8388.337
7923.05,7889.882,7962.96075
6351.98,6270.836499999999,6334.6885
8925.1,8743.635,8774.826
6995.36,6940.0145,7004.42125
8320.88,8121.5157500000005,8266.098
6965.52,6922.8330000000005,6989.319
7418.95,7352.224,7422.83
7152.25,6975.786,7146.7025
8314.31,8242.159,8286.196
6104.93,6055.12,6198.13
6674.69,6579.5545,6651.0715
8326.05,7960.792,8268.02
8525.45,8506.636,8599.31
6813.94,6778.51275,6802.7390000000005
6117.32,6079.1722500000005,6131.3695
5666.79,5579.380999999999,5644.195
5864.42,5611.9980000000005,5831.10825
9086.72,9061.98,9181.46
9419.09,9410.91,9520.79575
7819.78,7824.5645,7874.6885
7924.35,7818.164,7931.24025
6978.67,6867.3009999999995,7055.492
11079.06,10825.11,10857.48
7893.24,7685.73,7760.9665
7703.55,7379.6285,7530.306
6910.25,6864.36,6909.23
7830.44,7619.3705,7778.68
7608.83,7504.62,7577.401
7645.06,7340.47,7623.42375
8027.66,7816.519,7930.255
8035.19,7935.82,8044.75675
8291.11,8147.7665,8200.95
9071.08,8878.26825,8994.69
7129.38,7095.7325,7172.4525
6767.9,6542.4175000000005,6664.230500000001
8154.74,8139.25,8180.942
6260.98,6215.303000000001,6270.586499999999
8646.19,8454.8,8616.1665
6152.63,6092.5,6161.85
10017.01,10115.2135,10211.92
10340.13,9769.93,10185.528
7036.82,6983.61275,7005.12475
7573.59,7475.3295,7618.4295
9505.86,9319.315499999999,9483.46
8501.81,8516.9,8567.08
7485.53,7300.6965,7364.533
8602.67,8563.187,8628.8955
8220.25,8254.09,8377.1745
8536.98,8582.49425,8645.79475
7959.7,7824.56625,7908.83
7365.32,7321.493750000001,7383.3135
8366.95,8307.7575,8420.07
6487.16,6390.293000000001,6454.385499999999
6619.94,6479.028,6537.9529999999995
7192.63,7172.379,7252.466
7315.19,7251.69325,7311.16
6280.26,6211.6,6327.76
7125.25,7068.55,7092.89
6041.25,6051.28,6077.41
7878.57,7742.29,7827.41
6957.65,6906.0945,6965.7735
6749.55,6698.24,6785.973
7237.54,7112.903,7213.89
7469.65,7384.619500000001,7485.86
8446.54,8234.081,8351.372
7046.88,6966.051,7119.24475
9100.38,9048.0,9174.9745
10673.16,10544.92575,10729.38
8095.82,8079.13975,8129.723
7423.28,7325.5385,7382.79475
7890.85,7890.4815,7958.7095
7336.53,7380.7905,7425.3915
8737.45,8522.50625,8705.91
7176.76,7049.00525,7126.457
7053.27,6849.5115000000005,6973.004
7683.89,7699.029,7733.671
5846.53,5817.28,5844.64
6559.99,6431.96375,6555.8015
9231.81,9012.2755,9088.73
7598.67,7496.652,7590.666
6858.26,6880.3935,6908.36
6415.4,6338.8075,6377.51
9042.41,8911.698,9021.38
7718.2,7571.573,7670.17
7969.59,7925.57125,7974.7595
8002.93,8005.286,8027.8655
9800.35,9920.51,10071.392749999999
7450.98,7371.2065,7443.3099999999995
7928.47,7795.83,7849.4132500000005
8908.3,8791.83075,8941.0075
8022.89,8008.9259999999995,8043.65675
9329.37,9176.32,9273.02675
7952.26,7905.763,7955.83475
7345.96,7231.631,7302.1402499999995
6747.83,6622.76,6658.18
8056.62,8106.35,8181.56225
6449.51,6389.6065,6446.03
8065.26,7844.59075,7924.608
10310.16,9610.03,9990.97925
7905.85,7725.596500000001,7858.901
6475.88,6390.476000000001,6492.0
8526.04,8490.06625,8563.71
8075.67,8050.303,8092.3949999999995
8298.37,8168.6645,8220.591
6360.79,6302.5315,6368.99
6418.49,6301.346500000001,6397.83
6267.94,6185.41,6257.125999999999
5856.86,5821.04,5880.003000000001
7607.63,7499.884,7563.8935
6650.63,6639.416,6682.69
8250.33,8202.7905,8288.8035
8597.64,8477.9505,8575.83725
7907.66,7877.9605,7942.39525
8274.46,8335.0475,8377.001
7492.19,7333.641500000001,7476.76
6659.07,6644.059,6678.24
7302.03,7364.9865,7437.34
8709.15,8518.777,8623.166
7655.45,7536.692,7624.24875
7663.48,7675.0515,7713.9955
8266.41,8139.09125,8215.1445
6429.15,6327.104,6374.936750000001
8495.31,8381.359999999999,8438.0295
8723.11,8673.313,8747.975
7660.24,7744.436000000001,7873.780000000001
7945.5,7870.30625,7910.481
7485.23,7428.927500000001,7443.065250000001
6607.59,6554.3565,6616.35
8917.8,8830.982,8885.315999999999
8206.66,7986.412,8123.044000000001
6687.66,6622.6,6687.17
8648.55,8524.45,8642.641
7167.63,7145.367,7201.353999999999
8457.06,8321.3,8440.42275
8744.09,8608.429,8670.815
11728.93,11688.2515,11899.86
12447.64,12144.91,12344.341
6455.94,6362.860500000001,6424.1717499999995
10588.86,10525.25,10581.44525
6717.37,6682.77425,6726.196
8522.51,8327.0095,8483.2
6660.78,6678.68,6756.04
7787.73,7706.29625,7735.3025
9190.1,9101.63,9177.46
9113.53,9003.994499999999,9103.045
8964.35,8858.454749999999,9079.3675
7527.5,7418.008,7479.6
6228.82,6267.73075,6292.18
8759.01,8650.927500000002,8740.31
8399.03,8328.5965,8388.99
9727.11,9521.92,9616.252
8134.36,7924.6195,7986.604
10338.91,10030.7175,10147.993
7890.55,7859.534,7893.999000000001
6176.16,6229.852,6308.873
8616.32,8593.6105,8670.311
6681.21,6653.079500000001,6701.574500000001
7734.38,7561.292,7667.67
6094.73,6050.35475,6130.0325
9405.89,9174.442,9288.39875
7948.17,7958.2045,7987.75
6263.65,6271.8017500000005,6300.80075
9170.93,8846.33,9194.346
7692.34,7686.193,7715.401500000001
8396.92,8307.558500000001,8378.020499999999
10427.42,10208.073250000001,10256.5645
8102.28,7975.27,8111.32575
7235.94,7141.2,7224.55
7113.07,7043.522999999999,7075.8875
9013.95,8980.47,9085.038499999999
7763.85,7726.99,7791.737499999999
8979.22,8937.18875,8986.306
7032.57,6982.51425,7047.165
7250.42,7218.3240000000005,7274.9745
6969.74,6958.635,6999.05525
6480.93,6328.18,6471.39
7879.95,7815.21,7904.65975
10375.21,10268.8465,10321.0365
8141.03,8155.811000000001,8249.776
7727.55,7566.8525,7697.26775
6974.0,6921.61,7087.04
7916.35,7844.304499999999,7878.865000000001
7152.47,7015.57,7070.27
8396.1,8492.3785,8529.93925
5870.63,5868.0585,5936.1675
6636.95,6614.22,6648.666
7132.91,7064.682,7080.37
7120.37,6974.60825,7101.42
8099.86,8044.059499999999,8106.925
7986.22,7863.128750000001,7897.21
7288.77,7175.901250000001,7249.7880000000005
9054.11,9212.17,9372.67
7435.78,7440.400000000001,7490.81
9320.48,9141.18,9276.576500000001
8320.72,8182.28,8220.34
8218.68,8217.721500000001,8342.359
8337.97,8285.1705,8337.82
7493.45,7428.0395,7487.95525
8408.89,8453.75575,8500.928
8111.84,8047.73375,8062.50475
8712.77,8405.88325,8547.92
5711.23,5659.2609999999995,5721.8225
10080.35,9955.06,10059.164
6612.2,6585.734,6644.3859999999995
7309.54,7202.04,7291.0195
6018.15,6026.8,6097.37
8280.85,8089.56,8240.44
9427.4,9441.02,9571.55
8949.07,8618.239000000001,8771.3065
8529.13,8226.824,8376.444
8745.28,8500.61,8652.886750000001
6183.52,6131.965,6171.6355
6721.9,6650.2895,6680.3507500000005
5891.41,5834.7315,5851.43
6305.66,6292.87925,6361.388250000001
7166.72,7161.159,7247.23
8989.25,8693.3,8881.323999999999
10933.85,10718.608,10857.797
7442.69,7378.6497500000005,7531.108
5932.97,6096.3875,6130.78675
7298.23,7177.0325,7233.83
11833.62,11815.819749999999,11923.07
7230.47,7154.72,7265.905
5879.42,5818.362,5859.77
8976.71,8803.2045,9017.982
8528.51,8473.289999999999,8515.30675
7591.19,7576.907999999999,7617.89
6874.01,6653.467,6772.31
8864.84,8815.698,8913.920500000002
7614.75,7626.89,7678.7035000000005
8483.03,8443.005,8543.422250000001
8120.91,7992.751,8061.17
7218.65,7079.9335,7145.13525
10262.15,10207.856500000002,10242.905
9224.64,8859.387499999999,9211.52
7771.79,7744.78,7847.28575
8472.02,8398.676000000001,8495.883249999999
7010.35,6950.6044999999995,6986.74
7762.07,7597.3544999999995,7705.40925
8515.51,8305.4085,8366.547999999999
7881.77,7710.924,7832.8135
8858.49,8793.8245,8870.04975
6816.61,6777.3305,6810.5535
7961.59,7901.3814999999995,7985.441
6487.1,6325.8825,6456.03
5985.69,5943.1065,5994.85
6232.5,6211.271,6228.03
6448.94,6465.591,6492.418500000001
8033.65,7984.5975,8054.7165
6435.56,6126.098999999999,6252.448
8419.9,8377.900000000001,8416.472
9185.12,9154.066499999999,9219.797999999999
7929.55,7888.26275,7931.63
10251.58,10213.4925,10275.64575
8128.56,8160.889,8191.66
7282.65,7304.31,7330.0
8035.61,7884.114,7968.972
6108.16,6108.21425,6150.025250000001
7488.71,7430.6745,7556.61375
8081.23,8110.1007500000005,8180.131
6128.43,6080.18,6148.08
7303.31,7279.35625,7314.355
6294.32,6267.03,6308.143
6716.83,6698.204,6732.20225
9961.84,9731.62625,9831.6025
7939.52,7843.5565,7931.48
10629.69,10491.130000000001,10607.1165
7334.75,7231.58,7360.5785000000005
8544.83,8417.6765,8478.816
8208.81,8123.92,8245.28
8283.21,8240.333,8379.8605
10881.57,10852.21575,10961.66
5945.68,5945.92875,5990.1
7434.6,7348.194,7455.57475
8267.15,8229.21175,8313.052999999998
8081.55,7939.64,8056.932
9803.28,9806.8,9824.618
9262.31,9195.2505,9251.0265
7784.58,7569.78,7816.4485
6415.2,6355.678,6422.208
6876.95,6845.974,6870.821
6687.74,6692.9825,6733.1
7637.17,7582.6,7626.4400000000005
7956.9,7810.29,7926.3345
8582.74,8429.703500000001,8484.03
6883.89,6658.696499999999,6730.053
7803.62,7739.92,7835.171
7837.75,7750.2074999999995,7826.1835
6464.56,6434.78,6467.2565
5879.2,5903.27975,6007.6675
9042.41,8962.21375,9102.46275
6906.95,6615.014,6709.1345
8792.17,8758.8185,8826.871500000001
7813.91,7853.6305,7875.89
8153.12,8119.2875,8201.69325
7369.23,7269.75825,7320.53
12872.09,12722.73,12777.07
7452.47,7375.546,7432.44
8074.38,7960.6807499999995,8129.460999999999
10589.4,10569.44175,10596.03
8163.1,7836.394,8006.084
8014.96,7917.25,7978.402
6836.22,6763.71,6831.76
8848.98,8752.96125,8843.91525
7812.08,7792.101000000001,7820.3775
8078.58,8074.1965,8127.892
7496.61,7439.437,7557.293
8535.81,8542.556,8622.49925
8119.72,8045.09,8120.82
7295.52,7348.476000000001,7394.44
6894.23,6633.13,6941.4349999999995
7777.03,7709.3385,7744.3115
7357.42,7272.60475,7343.031
7226.08,7154.72,7258.0405
9252.85,9228.091,9281.78325
8004.25,7953.004,8015.28
6306.22,6252.243,6356.204
6686.66,6619.9345,6650.01
7263.17,7227.0315,7277.01425
8898.36,8884.096,8947.26
8174.26,8144.95,8211.5425
7836.12,7867.27,7925.940500000001
6832.76,6714.9895,6807.04
6918.96,6935.58,6968.85
8163.52,8108.7765,8224.47725
8614.56,8378.872,8474.45175
6640.02,6477.8255,6522.17
8026.02,7940.0555,8018.670749999999
8453.47,8456.457750000001,8523.18475
6751.96,6735.86,6757.947
8114.51,8045.6105,8070.3
8328.36,8235.43,8307.31
10714.32,10518.6425,10801.61
8700.73,8311.90125,8468.83
7660.43,7604.834,7694.99
7171.48,7171.24075,7218.4335
8331.44,8241.16,8273.38875
6772.5,6736.7925,6763.25
6984.25,6959.833,7032.15
8637.81,8563.48,8675.521499999999
8228.4,7813.37025,7997.37025
6183.18,6099.52,6179.67
8921.92,8767.466,8845.1525
8608.37,8458.887,8634.8225
7774.8,7544.215,7632.55
7730.94,7607.8330000000005,7696.8485
8100.71,8143.269,8189.231250000001
6959.68,6633.0435,6799.5242499999995
5801.54,5780.37,5842.7
11397.7,11493.141500000002,11611.299
9506.81,9412.35,9461.15
6692.4,6682.732,6724.934
8135.07,8112.75,8188.52
9122.38,9030.22125,9084.39
8098.46,7904.09,8045.86
7283.26,7008.834999999999,7191.161
8453.17,8403.39,8509.2315
8422.38,8352.314,8387.346500000001
7222.41,7267.13975,7289.01
7945.52,8026.1885,8073.65925
10152.97,9999.482250000001,10077.253999999999
7769.31,7569.78,7811.47
8338.27,8408.964750000001,8476.1195
11153.84,11062.619499999999,11115.7525
7699.86,7672.9075,7731.704000000001
7505.25,7479.3715,7637.58
7102.68,6974.027,7037.55
6558.3,6502.64,6543.18
7826.67,7743.9,7841.0245
10422.24,10145.4,10344.17
9012.63,8756.150749999999,8885.1125
8471.24,8500.99425,8547.2935
8127.56,7903.4135,7961.365000000001
10705.75,10644.639500000001,10825.1525
7737.32,7694.72,7853.01
8296.19,8227.627,8349.255
9288.57,8995.438499999998,9129.83
10014.8,9859.3655,10005.02
10051.66,9989.14,10087.17
7572.94,7543.45175,7601.12375
9786.85,9587.589,9735.12
6388.76,6372.11,6422.036
8367.33,8295.81,8409.54
9213.0,9028.308500000001,9129.930499999999
6551.73,6524.764,6539.46
8468.07,8293.68,8429.272
7434.13,7432.3505,7510.985000000001
7733.7,7642.2075,7721.42175
7482.57,7404.9105,7435.29
7352.42,7382.637250000001,7405.6215
9174.99,8950.2505,9026.83325
7483.89,7382.0055,7440.9635
6939.15,6901.77175,6927.02
7356.96,7225.478,7339.5855
8204.14,8172.089,8252.802
7850.96,7842.894,7912.5365
5849.03,5724.99,5789.045
8157.69,7917.20525,7988.487
6576.6,6546.05,6587.42725
8742.65,8684.0265,8737.31425
6711.22,6517.24625,6574.903499999999
8851.4,8631.42625,8822.31
7812.23,7646.186000000001,7758.5885
7074.54,7153.888,7207.91875
7695.95,7528.0255,7660.04
6748.95,6672.8115,6726.543
8892.33,8678.657500000001,8833.107
5805.2,5782.20925,5850.2
10637.7,10046.420250000001,10417.556
7942.57,7900.782999999999,7973.961
6768.35,6765.168,6810.955
10647.51,10598.48,10671.0195
6282.05,6192.27575,6237.49
7377.51,7331.01025,7381.7
8099.02,7953.657,7993.17
7288.35,7193.6035,7280.64225
9000.22,8840.297499999999,8915.51
9303.19,9104.64325,9258.67
13218.09,13055.37,13458.63
6837.38,6819.2015,6905.49
8260.65,8153.1425,8237.5865
7686.23,7654.6675,7716.35
8146.66,8134.745,8166.86975
11199.5,11012.34,11193.2825
6515.42,6356.196000000001,6432.81375
7846.11,7764.12,7831.3935
7603.54,7453.67525,7510.27
7267.78,7217.085,7303.14
7027.91,6741.0380000000005,6847.94
10993.21,10872.467999999999,10956.331250000001
9704.63,9654.6135,9717.22
7493.54,7374.72,7465.19
7943.59,7887.3605,7910.93
6333.54,6210.2065,6270.3365
7770.51,7657.187,7767.42
9678.3,9454.317500000001,9529.1865
8159.01,8184.2555,8222.39
8271.31,8060.29975,8156.75275
5794.58,5756.23,5818.433
10975.77,11004.616,11086.1955
10226.04,9892.842,10005.178750000001
8857.65,8786.67675,8933.97675
6641.32,6585.5815,6602.42
10769.68,10711.448,10816.44575
11014.6,10883.34275,11044.15
9706.53,9713.948999999999,9772.6415
7446.37,7286.0495,7388.78725
8756.63,8627.6535,8722.033500000001
7142.46,6988.16,7194.4235
7519.43,7448.2654999999995,7492.88
7873.56,7848.53175,8068.928
9072.69,8831.68375,8915.39
8231.92,8151.973,8231.4585
7071.31,6839.1645,6885.67
7968.33,7815.99275,7948.701
8161.15,8134.869,8213.42175
7062.83,7069.18875,7088.92
7593.76,7552.5,7596.01
7348.15,7262.383,7319.8765
9256.61,9173.89,9255.04
8374.93,8398.002999999999,8478.3915
10909.44,10831.061249999999,10994.23
9718.34,9738.2075,9908.3675
6626.9,6568.08,6638.981
7566.11,7638.901749999999,7712.925499999999
8032.81,8090.5064999999995,8143.77875
9282.96,9222.0805,9313.87925
8224.63,8051.13975,8147.9797499999995
10578.27,10235.97,10424.108
8273.06,8241.451,8281.4915
6317.76,6269.7515,6324.58
8360.58,7996.979,8207.3805
9548.5,9280.249,9453.23
11181.62,10843.41,11180.365
7032.98,7028.8085,7062.87725
5802.61,5860.7565,5890.597750000001
8483.58,8450.646,8472.9
6914.81,6795.25,6863.26
7443.43,7415.74,7518.93
6722.25,6642.52,6746.435
6507.24,6585.09275,6628.8865000000005
7172.42,7213.3640000000005,7254.95
8632.15,8620.25025,8709.323
8823.6,8748.7845,8842.390249999999
7611.68,7567.6,7616.2415
7493.35,7394.46625,7426.26
7898.65,7697.294,7771.54
8469.9,8054.8,8199.998749999999
8723.96,8625.994,8720.649
7767.23,7628.07,7726.96
10924.13,10779.64,10827.12
8739.99,8777.15025,8902.7795
9191.78,9069.749,9156.3095
12976.16,12705.668500000002,12870.55
6644.08,6601.914,6640.5509999999995
8641.0,8540.8895,8605.44
8153.89,8050.471500000001,8104.57075
8813.93,8802.78,8876.9
7714.71,7567.6785,7627.4685
6979.97,6901.42575,6946.9045
7842.83,7834.72,7903.2705000000005
8969.84,8784.3465,8859.96
8491.01,7821.07,8003.191
7505.04,7458.378,7487.79
8480.19,8466.3925,8517.64
6776.23,6760.7660000000005,6807.50625
7804.68,7829.28675,7953.3835
7038.85,6972.305,7030.6140000000005
9364.91,9288.937,9412.388500000001
6440.98,6269.4445000000005,6342.2305
7577.25,7452.07,7511.5985
8790.94,8680.622000000001,8778.556
8148.39,8140.2795,8186.26
9963.93,10011.45,10111.0
10419.14,10303.381,10363.0445
10751.19,10743.61,10820.1645
9761.66,9562.68675,9630.267
6976.62,6990.545,7048.16
9009.17,8912.491,9019.329000000002
7475.27,7269.95325,7314.6025
6240.78,6200.43,6219.32825
7422.49,7289.889,7366.741
7400.03,7270.76775,7348.586249999999
6098.24,5924.2,6020.16
8077.83,7874.68,7926.5465
8098.33,7880.356500000001,8007.12075
8121.58,8061.6630000000005,8119.69
10594.11,10412.2925,10570.44
8334.85,7924.987499999999,8124.26
6747.78,6685.62,6769.89
7088.62,7026.164000000001,7070.2095
8797.41,8697.323499999999,8833.4515
8076.99,7981.70625,8071.36
7264.54,7170.227500000001,7222.84
7502.12,7467.0289999999995,7530.1745
8092.77,7981.595,8088.326
5618.13,5599.99,5658.6055
5988.85,5906.7032500000005,5959.26
7943.38,7615.4965,7874.0425000000005
8823.83,8627.491,8828.74
7668.57,7580.788,7813.29425
8296.1,8145.14,8275.16425
7827.64,7674.8,7717.0235
6293.33,6185.907,6258.71425
7778.13,7810.1125,7874.665
8970.3,8936.5595,9019.93675
6903.06,6900.0255,6963.693
6616.81,6476.91,6516.87375
5898.26,5935.9285,5979.59
10971.07,10872.441499999999,10920.1
8072.58,8149.27975,8211.007
7100.92,6935.96,7037.504999999999
9564.08,9588.975499999999,9698.604000000001
7264.2,7220.3475,7279.41
6037.94,5978.61,6018.69
9233.61,9038.185,9255.86
11575.8,10980.801249999999,11352.86
7295.98,7063.52,7188.693499999999
7921.42,7753.7035000000005,7876.207
6455.21,6337.72,6413.6765
8039.95,7979.0065,8042.64
7892.69,7901.4172499999995,7935.42775
6834.57,6787.19,6866.6025
9796.77,9709.978,9842.35
8916.29,8750.859,8791.5815
8091.07,8034.174249999999,8061.4105
8326.3,8334.279,8386.79325
6586.95,6627.78,6663.93625
10109.79,9893.61,10015.65
8053.93,7976.7115,8032.4855
7978.09,7860.344749999999,7906.289
6125.73,6067.0560000000005,6121.28
7596.66,7494.7565,7543.63425
9299.53,9239.32,9288.991
9766.9,9499.075,9635.02875
6809.0,6705.2205,6787.15
5602.92,5564.3835,5600.3
8404.24,8343.6005,8405.55
7356.27,7218.8745,7332.81
5564.55,5521.92,5623.45
9855.51,9622.64,9817.67
6424.72,6238.789,6346.94125
5954.03,5908.5125,5925.45
8846.52,8765.32,8848.733
8041.81,8129.4465,8210.49
8112.13,8000.81575,8050.603
9239.43,9172.3895,9207.19
8202.17,8089.967750000001,8167.875
6027.62,5885.819750000001,5990.11625
7339.9,7040.50425,7220.62
7340.38,7185.5,7363.0085
7255.69,7121.76075,7201.9865
7529.38,7405.611,7536.8265
9623.92,9422.74,9549.4585
6295.43,6220.5255,6285.73
6964.97,6923.610000000001,6982.7625
7363.39,7356.5145,7432.41
8446.49,8318.7375,8388.0325
8256.91,8242.79,8313.006
7716.32,7674.9595,7716.35
10879.46,10811.210500000001,10893.83
7175.95,7024.29425,7068.57225
6877.68,6805.53,6882.051
10167.58,10116.070500000002,10376.54
8674.4,8103.27,8503.10625
5873.5,5922.03,5963.24
5299.85,5340.87975,5397.18
5974.92,5965.72075,5980.8
6568.76,6426.26,6522.939
8162.57,7971.39275,8042.45
9692.45,9554.01325,9633.735
8168.9,8161.1335,8220.0865
7221.78,7122.299,7206.66
8190.18,8074.3820000000005,8112.53
7465.01,7354.01,7436.85
7475.23,7384.679499999999,7544.7685
7169.36,7120.38,7197.3155
8451.43,8356.739,8495.029999999999
9072.74,8859.618,9002.756000000001
7216.63,6953.7585,7114.1585000000005
7686.21,7809.773499999999,7895.174999999999
9066.89,8902.0,9046.733
6109.71,6045.4665,6126.73975
7774.05,7648.43525,7725.301
9138.37,8989.7425,9036.9375
6484.97,6389.83,6440.00375
7990.97,7926.514,7968.74075
10077.94,10080.6095,10124.58
8344.18,8192.8775,8288.8035
7403.88,7423.6905,7558.62875
5957.42,5931.063999999999,5972.47875
6344.33,6234.02,6265.4
6306.84,6171.5,6294.95
8170.0,8127.2545,8277.735
7001.48,6823.91,6919.56
8967.05,8805.338,8887.73175
8450.81,8432.313250000001,8502.95
7792.38,7628.72,7676.072999999999
6988.93,6984.117,7011.639249999999
6653.17,6609.94025,6624.04
7558.22,7523.088,7580.2985
6569.45,6538.49025,6563.23675
10507.17,10557.6345,10654.74
7849.97,7697.451749999999,7735.67
6015.78,5992.535499999999,6029.2275
7090.29,7069.5385,7086.01
6234.36,6051.2927500000005,6168.037
9426.66,9191.866,9290.7
10073.65,10074.223750000001,10222.165
7375.95,7281.54025,7422.5145
8442.66,8257.16625,8378.1975
8032.99,8017.3189999999995,8042.82
8390.05,8267.45375,8347.5845
6520.71,6518.761,6561.825
6585.45,6496.73,6558.6565
6653.74,6674.01525,6776.447999999999
8664.64,8471.06,8581.505
8596.07,8624.9315,8699.47
7785.96,7729.8625,7786.43275
7980.24,7898.742,7976.2390000000005
7483.17,7274.12,7484.82
8512.64,8408.024000000001,8548.045
7990.99,7941.425,8022.94
5694.21,5610.95,5624.034750000001
6197.97,6158.19,6222.9605
6438.33,6409.957,6475.26
8144.23,7997.384,8094.56825
9562.62,9586.56075,9697.14
8049.95,7867.7645,7977.9435
8287.78,8219.17,8291.8745
5858.72,5815.49525,5892.178000000001
6458.02,6432.6815,6455.2685
7268.75,7154.160000000001,7181.56
6478.19,6431.110250000001,6445.44
9487.46,9129.28925,9302.72
7535.25,7414.1235,7512.86
8542.02,8523.2235,8594.87
8456.08,8271.863,8339.3365
6942.05,6729.88,6848.74
8029.09,7970.34475,8005.04
5797.84,5789.19,5816.72925
8743.32,8236.108750000001,8531.14
8916.54,8844.752,8912.84
6498.75,6523.599,6550.83
5956.27,5964.126499999999,6000.66125
6135.82,6059.6545,6104.137000000001
8575.67,8349.2465,8458.0485
8026.85,7892.2615,7965.174
7562.65,7532.361000000001,7590.09
7546.81,7473.279500000001,7557.68825
7529.56,7492.4725,7553.9195
8057.67,8126.6635,8159.277
10103.2,9785.129,10056.0
6159.27,6083.0655,6134.54
5981.04,5927.54375,6014.90425
7529.25,7385.8505,7408.9115
6590.73,6482.5095,6551.10925
5856.27,5867.863,5947.932500000001
7288.2,7147.747,7195.0
9677.5,9554.694,9713.24
7113.43,7029.572,7093.0575
7885.1,7633.6995,7850.2805
6440.73,6453.7385,6473.135
7903.45,7958.63575,8064.8005
6977.11,6963.246,7047.615
6925.68,6795.028,6843.147500000001
7460.98,7401.68,7468.53
8652.32,8564.9725,8651.824
7058.89,7009.3,7051.427000000001
6711.04,6528.2325,6702.29
6710.3,6699.78,6823.357250000001
7839.53,7839.69225,7887.77075
5980.09,5940.75,5967.46
7360.38,7198.7805,7317.16
8353.8,8176.5025000000005,8281.4325
